file_no,relative_path,top_folder,sub_folder,country,state,district,year,quarter,row_count_extracted,status,error
224,aggregated\insurance\country\india\state\gujarat\2023\4.json,aggregated,insurance,India,Gujarat,,2023,4,1,success,
225,aggregated\insurance\country\india\state\gujarat\2024\1.json,aggregated,insurance,India,Gujarat,,2024,1,1,success,
226,aggregated\insurance\country\india\state\gujarat\2024\2.json,aggregated,insurance,India,Gujarat,,2024,2,1,success,
227,aggregated\insurance\country\india\state\gujarat\2024\3.json,aggregated,insurance,India,Gujarat,,2024,3,1,success,
228,aggregated\insurance\country\india\state\gujarat\2024\4.json,aggregated,insurance,India,Gujarat,,2024,4,1,success,
229,aggregated\insurance\country\india\state\haryana\2020\2.json,aggregated,insurance,India,Haryana,,2020,2,1,success,
230,aggregated\insurance\country\india\state\haryana\2020\3.json,aggregated,insurance,India,Haryana,,2020,3,1,success,
231,aggregated\insurance\country\india\state\haryana\2020\4.json,aggregated,insurance,India,Haryana,,2020,4,1,success,
232,aggregated\insurance\country\india\state\haryana\2021\1.json,aggregated,insurance,India,Haryana,,2021,1,1,success,
233,aggregated\insurance\country\india\state\haryana\2021\2.json,aggregated,insurance,India,Haryana,,2021,2,1,success,
234,aggregated\insurance\country\india\state\haryana\2021\3.json,aggregated,insurance,India,Haryana,,2021,3,1,success,
235,aggregated\insurance\country\india\state\haryana\2021\4.json,aggregated,insurance,India,Haryana,,2021,4,1,success,
236,aggregated\insurance\country\india\state\haryana\2022\1.json,aggregated,insurance,India,Haryana,,2022,1,1,success,
237,aggregated\insurance\country\india\state\haryana\2022\2.json,aggregated,insurance,India,Haryana,,2022,2,1,success,
238,aggregated\insurance\country\india\state\haryana\2022\3.json,aggregated,insurance,India,Haryana,,2022,3,1,success,
239,aggregated\insurance\country\india\state\haryana\2022\4.json,aggregated,insurance,India,Haryana,,2022,4,1,success,
240,aggregated\insurance\country\india\state\haryana\2023\1.json,aggregated,insurance,India,Haryana,,2023,1,1,success,
241,aggregated\insurance\country\india\state\haryana\2023\2.json,aggregated,insurance,India,Haryana,,2023,2,1,success,
242,aggregated\insurance\country\india\state\haryana\2023\3.json,aggregated,insurance,India,Haryana,,2023,3,1,success,
243,aggregated\insurance\country\india\state\haryana\2023\4.json,aggregated,insurance,India,Haryana,,2023,4,1,success,
244,aggregated\insurance\country\india\state\haryana\2024\1.json,aggregated,insurance,India,Haryana,,2024,1,1,success,
245,aggregated\insurance\country\india\state\haryana\2024\2.json,aggregated,insurance,India,Haryana,,2024,2,1,success,
246,aggregated\insurance\country\india\state\haryana\2024\3.json,aggregated,insurance,India,Haryana,,2024,3,1,success,
247,aggregated\insurance\country\india\state\haryana\2024\4.json,aggregated,insurance,India,Haryana,,2024,4,1,success,
248,aggregated\insurance\country\india\state\himachal-pradesh\2020\2.json,aggregated,insurance,India,Himachal Pradesh,,2020,2,1,success,
249,aggregated\insurance\country\india\state\himachal-pradesh\2020\3.json,aggregated,insurance,India,Himachal Pradesh,,2020,3,1,success,
250,aggregated\insurance\country\india\state\himachal-pradesh\2020\4.json,aggregated,insurance,India,Himachal Pradesh,,2020,4,1,success,
251,aggregated\insurance\country\india\state\himachal-pradesh\2021\1.json,aggregated,insurance,India,Himachal Pradesh,,2021,1,1,success,
252,aggregated\insurance\country\india\state\himachal-pradesh\2021\2.json,aggregated,insurance,India,Himachal Pradesh,,2021,2,1,success,
253,aggregated\insurance\country\india\state\himachal-pradesh\2021\3.json,aggregated,insurance,India,Himachal Pradesh,,2021,3,1,success,
254,aggregated\insurance\country\india\state\himachal-pradesh\2021\4.json,aggregated,insurance,India,Himachal Pradesh,,2021,4,1,success,
255,aggregated\insurance\country\india\state\himachal-pradesh\2022\1.json,aggregated,insurance,India,Himachal Pradesh,,2022,1,1,success,
256,aggregated\insurance\country\india\state\himachal-pradesh\2022\2.json,aggregated,insurance,India,Himachal Pradesh,,2022,2,1,success,
257,aggregated\insurance\country\india\state\himachal-pradesh\2022\3.json,aggregated,insurance,India,Himachal Pradesh,,2022,3,1,success,
258,aggregated\insurance\country\india\state\himachal-pradesh\2022\4.json,aggregated,insurance,India,Himachal Pradesh,,2022,4,1,success,
259,aggregated\insurance\country\india\state\himachal-pradesh\2023\1.json,aggregated,insurance,India,Himachal Pradesh,,2023,1,1,success,
260,aggregated\insurance\country\india\state\himachal-pradesh\2023\2.json,aggregated,insurance,India,Himachal Pradesh,,2023,2,1,success,
261,aggregated\insurance\country\india\state\himachal-pradesh\2023\3.json,aggregated,insurance,India,Himachal Pradesh,,2023,3,1,success,
262,aggregated\insurance\country\india\state\himachal-pradesh\2023\4.json,aggregated,insurance,India,Himachal Pradesh,,2023,4,1,success,
263,aggregated\insurance\country\india\state\himachal-pradesh\2024\1.json,aggregated,insurance,India,Himachal Pradesh,,2024,1,1,success,
264,aggregated\insurance\country\india\state\himachal-pradesh\2024\2.json,aggregated,insurance,India,Himachal Pradesh,,2024,2,1,success,
265,aggregated\insurance\country\india\state\himachal-pradesh\2024\3.json,aggregated,insurance,India,Himachal Pradesh,,2024,3,1,success,
266,aggregated\insurance\country\india\state\himachal-pradesh\2024\4.json,aggregated,insurance,India,Himachal Pradesh,,2024,4,1,success,
267,aggregated\insurance\country\india\state\jammu-&-kashmir\2020\2.json,aggregated,insurance,India,Jammu & Kashmir,,2020,2,1,success,
268,aggregated\insurance\country\india\state\jammu-&-kashmir\2020\3.json,aggregated,insurance,India,Jammu & Kashmir,,2020,3,1,success,
269,aggregated\insurance\country\india\state\jammu-&-kashmir\2020\4.json,aggregated,insurance,India,Jammu & Kashmir,,2020,4,1,success,
270,aggregated\insurance\country\india\state\jammu-&-kashmir\2021\1.json,aggregated,insurance,India,Jammu & Kashmir,,2021,1,1,success,
271,aggregated\insurance\country\india\state\jammu-&-kashmir\2021\2.json,aggregated,insurance,India,Jammu & Kashmir,,2021,2,1,success,
272,aggregated\insurance\country\india\state\jammu-&-kashmir\2021\3.json,aggregated,insurance,India,Jammu & Kashmir,,2021,3,1,success,
273,aggregated\insurance\country\india\state\jammu-&-kashmir\2021\4.json,aggregated,insurance,India,Jammu & Kashmir,,2021,4,1,success,
274,aggregated\insurance\country\india\state\jammu-&-kashmir\2022\1.json,aggregated,insurance,India,Jammu & Kashmir,,2022,1,1,success,
275,aggregated\insurance\country\india\state\jammu-&-kashmir\2022\2.json,aggregated,insurance,India,Jammu & Kashmir,,2022,2,1,success,
276,aggregated\insurance\country\india\state\jammu-&-kashmir\2022\3.json,aggregated,insurance,India,Jammu & Kashmir,,2022,3,1,success,
277,aggregated\insurance\country\india\state\jammu-&-kashmir\2022\4.json,aggregated,insurance,India,Jammu & Kashmir,,2022,4,1,success,
278,aggregated\insurance\country\india\state\jammu-&-kashmir\2023\1.json,aggregated,insurance,India,Jammu & Kashmir,,2023,1,1,success,
279,aggregated\insurance\country\india\state\jammu-&-kashmir\2023\2.json,aggregated,insurance,India,Jammu & Kashmir,,2023,2,1,success,
280,aggregated\insurance\country\india\state\jammu-&-kashmir\2023\3.json,aggregated,insurance,India,Jammu & Kashmir,,2023,3,1,success,
281,aggregated\insurance\country\india\state\jammu-&-kashmir\2023\4.json,aggregated,insurance,India,Jammu & Kashmir,,2023,4,1,success,
282,aggregated\insurance\country\india\state\jammu-&-kashmir\2024\1.json,aggregated,insurance,India,Jammu & Kashmir,,2024,1,1,success,
283,aggregated\insurance\country\india\state\jammu-&-kashmir\2024\2.json,aggregated,insurance,India,Jammu & Kashmir,,2024,2,1,success,
284,aggregated\insurance\country\india\state\jammu-&-kashmir\2024\3.json,aggregated,insurance,India,Jammu & Kashmir,,2024,3,1,success,
285,aggregated\insurance\country\india\state\jammu-&-kashmir\2024\4.json,aggregated,insurance,India,Jammu & Kashmir,,2024,4,1,success,
286,aggregated\insurance\country\india\state\jharkhand\2020\2.json,aggregated,insurance,India,Jharkhand,,2020,2,1,success,
287,aggregated\insurance\country\india\state\jharkhand\2020\3.json,aggregated,insurance,India,Jharkhand,,2020,3,1,success,
288,aggregated\insurance\country\india\state\jharkhand\2020\4.json,aggregated,insurance,India,Jharkhand,,2020,4,1,success,
289,aggregated\insurance\country\india\state\jharkhand\2021\1.json,aggregated,insurance,India,Jharkhand,,2021,1,1,success,
290,aggregated\insurance\country\india\state\jharkhand\2021\2.json,aggregated,insurance,India,Jharkhand,,2021,2,1,success,
291,aggregated\insurance\country\india\state\jharkhand\2021\3.json,aggregated,insurance,India,Jharkhand,,2021,3,1,success,
292,aggregated\insurance\country\india\state\jharkhand\2021\4.json,aggregated,insurance,India,Jharkhand,,2021,4,1,success,
293,aggregated\insurance\country\india\state\jharkhand\2022\1.json,aggregated,insurance,India,Jharkhand,,2022,1,1,success,
294,aggregated\insurance\country\india\state\jharkhand\2022\2.json,aggregated,insurance,India,Jharkhand,,2022,2,1,success,
295,aggregated\insurance\country\india\state\jharkhand\2022\3.json,aggregated,insurance,India,Jharkhand,,2022,3,1,success,
296,aggregated\insurance\country\india\state\jharkhand\2022\4.json,aggregated,insurance,India,Jharkhand,,2022,4,1,success,
297,aggregated\insurance\country\india\state\jharkhand\2023\1.json,aggregated,insurance,India,Jharkhand,,2023,1,1,success,
298,aggregated\insurance\country\india\state\jharkhand\2023\2.json,aggregated,insurance,India,Jharkhand,,2023,2,1,success,
299,aggregated\insurance\country\india\state\jharkhand\2023\3.json,aggregated,insurance,India,Jharkhand,,2023,3,1,success,
300,aggregated\insurance\country\india\state\jharkhand\2023\4.json,aggregated,insurance,India,Jharkhand,,2023,4,1,success,
301,aggregated\insurance\country\india\state\jharkhand\2024\1.json,aggregated,insurance,India,Jharkhand,,2024,1,1,success,
302,aggregated\insurance\country\india\state\jharkhand\2024\2.json,aggregated,insurance,India,Jharkhand,,2024,2,1,success,
303,aggregated\insurance\country\india\state\jharkhand\2024\3.json,aggregated,insurance,India,Jharkhand,,2024,3,1,success,
304,aggregated\insurance\country\india\state\jharkhand\2024\4.json,aggregated,insurance,India,Jharkhand,,2024,4,1,success,
305,aggregated\insurance\country\india\state\karnataka\2020\2.json,aggregated,insurance,India,Karnataka,,2020,2,1,success,
306,aggregated\insurance\country\india\state\karnataka\2020\3.json,aggregated,insurance,India,Karnataka,,2020,3,1,success,
307,aggregated\insurance\country\india\state\karnataka\2020\4.json,aggregated,insurance,India,Karnataka,,2020,4,1,success,
308,aggregated\insurance\country\india\state\karnataka\2021\1.json,aggregated,insurance,India,Karnataka,,2021,1,1,success,
309,aggregated\insurance\country\india\state\karnataka\2021\2.json,aggregated,insurance,India,Karnataka,,2021,2,1,success,
310,aggregated\insurance\country\india\state\karnataka\2021\3.json,aggregated,insurance,India,Karnataka,,2021,3,1,success,
311,aggregated\insurance\country\india\state\karnataka\2021\4.json,aggregated,insurance,India,Karnataka,,2021,4,1,success,
312,aggregated\insurance\country\india\state\karnataka\2022\1.json,aggregated,insurance,India,Karnataka,,2022,1,1,success,
313,aggregated\insurance\country\india\state\karnataka\2022\2.json,aggregated,insurance,India,Karnataka,,2022,2,1,success,
314,aggregated\insurance\country\india\state\karnataka\2022\3.json,aggregated,insurance,India,Karnataka,,2022,3,1,success,
315,aggregated\insurance\country\india\state\karnataka\2022\4.json,aggregated,insurance,India,Karnataka,,2022,4,1,success,
316,aggregated\insurance\country\india\state\karnataka\2023\1.json,aggregated,insurance,India,Karnataka,,2023,1,1,success,
317,aggregated\insurance\country\india\state\karnataka\2023\2.json,aggregated,insurance,India,Karnataka,,2023,2,1,success,
318,aggregated\insurance\country\india\state\karnataka\2023\3.json,aggregated,insurance,India,Karnataka,,2023,3,1,success,
319,aggregated\insurance\country\india\state\karnataka\2023\4.json,aggregated,insurance,India,Karnataka,,2023,4,1,success,
320,aggregated\insurance\country\india\state\karnataka\2024\1.json,aggregated,insurance,India,Karnataka,,2024,1,1,success,
321,aggregated\insurance\country\india\state\karnataka\2024\2.json,aggregated,insurance,India,Karnataka,,2024,2,1,success,
322,aggregated\insurance\country\india\state\karnataka\2024\3.json,aggregated,insurance,India,Karnataka,,2024,3,1,success,
323,aggregated\insurance\country\india\state\karnataka\2024\4.json,aggregated,insurance,India,Karnataka,,2024,4,1,success,
324,aggregated\insurance\country\india\state\kerala\2020\2.json,aggregated,insurance,India,Kerala,,2020,2,1,success,
325,aggregated\insurance\country\india\state\kerala\2020\3.json,aggregated,insurance,India,Kerala,,2020,3,1,success,
326,aggregated\insurance\country\india\state\kerala\2020\4.json,aggregated,insurance,India,Kerala,,2020,4,1,success,
327,aggregated\insurance\country\india\state\kerala\2021\1.json,aggregated,insurance,India,Kerala,,2021,1,1,success,
328,aggregated\insurance\country\india\state\kerala\2021\2.json,aggregated,insurance,India,Kerala,,2021,2,1,success,
329,aggregated\insurance\country\india\state\kerala\2021\3.json,aggregated,insurance,India,Kerala,,2021,3,1,success,
330,aggregated\insurance\country\india\state\kerala\2021\4.json,aggregated,insurance,India,Kerala,,2021,4,1,success,
331,aggregated\insurance\country\india\state\kerala\2022\1.json,aggregated,insurance,India,Kerala,,2022,1,1,success,
332,aggregated\insurance\country\india\state\kerala\2022\2.json,aggregated,insurance,India,Kerala,,2022,2,1,success,
333,aggregated\insurance\country\india\state\kerala\2022\3.json,aggregated,insurance,India,Kerala,,2022,3,1,success,
334,aggregated\insurance\country\india\state\kerala\2022\4.json,aggregated,insurance,India,Kerala,,2022,4,1,success,
335,aggregated\insurance\country\india\state\kerala\2023\1.json,aggregated,insurance,India,Kerala,,2023,1,1,success,
336,aggregated\insurance\country\india\state\kerala\2023\2.json,aggregated,insurance,India,Kerala,,2023,2,1,success,
337,aggregated\insurance\country\india\state\kerala\2023\3.json,aggregated,insurance,India,Kerala,,2023,3,1,success,
338,aggregated\insurance\country\india\state\kerala\2023\4.json,aggregated,insurance,India,Kerala,,2023,4,1,success,
339,aggregated\insurance\country\india\state\kerala\2024\1.json,aggregated,insurance,India,Kerala,,2024,1,1,success,
340,aggregated\insurance\country\india\state\kerala\2024\2.json,aggregated,insurance,India,Kerala,,2024,2,1,success,
341,aggregated\insurance\country\india\state\kerala\2024\3.json,aggregated,insurance,India,Kerala,,2024,3,1,success,
342,aggregated\insurance\country\india\state\kerala\2024\4.json,aggregated,insurance,India,Kerala,,2024,4,1,success,
343,aggregated\insurance\country\india\state\ladakh\2020\2.json,aggregated,insurance,India,Ladakh,,2020,2,1,success,
344,aggregated\insurance\country\india\state\ladakh\2020\3.json,aggregated,insurance,India,Ladakh,,2020,3,1,success,
345,aggregated\insurance\country\india\state\ladakh\2020\4.json,aggregated,insurance,India,Ladakh,,2020,4,1,success,
346,aggregated\insurance\country\india\state\ladakh\2021\1.json,aggregated,insurance,India,Ladakh,,2021,1,1,success,
347,aggregated\insurance\country\india\state\ladakh\2021\2.json,aggregated,insurance,India,Ladakh,,2021,2,1,success,
348,aggregated\insurance\country\india\state\ladakh\2021\3.json,aggregated,insurance,India,Ladakh,,2021,3,1,success,
349,aggregated\insurance\country\india\state\ladakh\2021\4.json,aggregated,insurance,India,Ladakh,,2021,4,1,success,
350,aggregated\insurance\country\india\state\ladakh\2022\1.json,aggregated,insurance,India,Ladakh,,2022,1,1,success,
351,aggregated\insurance\country\india\state\ladakh\2022\2.json,aggregated,insurance,India,Ladakh,,2022,2,1,success,
352,aggregated\insurance\country\india\state\ladakh\2022\3.json,aggregated,insurance,India,Ladakh,,2022,3,1,success,
353,aggregated\insurance\country\india\state\ladakh\2022\4.json,aggregated,insurance,India,Ladakh,,2022,4,1,success,
354,aggregated\insurance\country\india\state\ladakh\2023\1.json,aggregated,insurance,India,Ladakh,,2023,1,1,success,
355,aggregated\insurance\country\india\state\ladakh\2023\2.json,aggregated,insurance,India,Ladakh,,2023,2,1,success,
356,aggregated\insurance\country\india\state\ladakh\2023\3.json,aggregated,insurance,India,Ladakh,,2023,3,1,success,
357,aggregated\insurance\country\india\state\ladakh\2023\4.json,aggregated,insurance,India,Ladakh,,2023,4,1,success,
